Year,Mon,Day,Hour,Type,1029A,1030A,1031A,1032A,1033A,1037A,1038A,1041A,1042A,1043A,1044A,1046A,1047A,1048A,1049A,1050A,1051A,1052A,1053A,1055A,1056A,1062A,1064A,1068A,1070A,1071A,1072A,1073A,1074A,1075A,1084A,1094A,1095A,1099A,1100A,1103A,1104A,1105A,1106A,1109A,1110A,1111A,1112A,1114A,1116A,1117A,1118A,1151A,1159A,1165A,1180A,1196A,1200A,1218A,1223A,1226A,1227A,1228A,1229A,1230A,1232A,1233A,1234A,1235A,1236A,1240A,1241A,1242A,1243A,1244A,1246A,1253A,1255A,1256A,1257A,1258A,1286A,1310A,1311A,1312A,1314A,1315A,1349A,1359A,1369A,1372A,1375A,1411A,1418A,1421A,1426A,1429A,1431A,1437A,1443A,1476A,1477A,1478A,1479A,1483A,1488A,1489A,1585A,1589A,1591A,1592A,1595A,1596A,1598A,1599A,1601A,1603A,1608A,1618A,1619A,1620A,1622A,1638A,1639A,1640A,1641A,1643A,1648A,1650A,1655A,1656A,1723A,1726A,1727A,1728A,1730A,1731A,1733A,1735A,1738A,1739A,1744A,1745A,1746A,1748A,1749A,1750A,1751A,1752A,1753A,1754A,1756A,1757A,1760A,1762A,1763A,1764A,1772A,1773A,1775A,1776A,1778A,1784A,1785A,1787A,1815A,1816A,1828A,1839A,1844A,1845A,1859A,1872A,1876A,1879A,1880A,1888A,1897A,1902A,1903A,1904A,1907A,1908A,1910A,1911A,1929A,1939A,1940A,1943A,1944A,1945A,1948A,1949A,1952A,1956A,2064A,2065A,2161A,2162A,2163A,2164A,2166A,2167A,2169A,2171A,2173A,2174A,2175A,2178A,2179A,2181A,2186A,2187A,2188A,2191A,2195A,2196A,2208A,2226A,2227A,2229A,2231A,2232A,2245A,2273A,2274A,2279A,2285A,2303A,2307A,2308A,2309A,2351A,2354A,2355A,2366A,2368A,2369A,2370A,2371A,2373A,2374A,2375A,2376A,2377A,2378A,2379A,2380A,2381A,2382A,2383A,2385A,2386A,2387A,2390A,2420A,2421A,2422A,2423A,2438A,2443A,2446A,2451A,2453A,2454A,2455A,2471A,2474A,2475A,2476A,2484A,2485A,2493A,2494A,2495A,2496A,2502A,2508A,2524A,2525A,2526A,2529A,2535A,2536A,2537A,2540A,2544A,2545A,2547A,2549A,2551A,2552A,2563A,2565A,2572A,2573A,2574A,2575A,2578A,2579A,2585A,2586A,2587A,2588A,2589A,2591A,2643A,2650A,2652A,2655A,2657A,2658A,2659A,2662A,2667A,2671A,2672A,2677A,2678A,2681A,2682A,2684A,2693A,2694A,2695A,2835A,2845A,2862A,2865A,2868A,2872A,2880A,2884A,2900A,2902A,2907A,2915A,2919A,2924A,2929A,2997A,3002A,3003A,3010A,3014A,3015A,3016A,3018A,3028A,3057A,3058A,3064A,3066A,3122A,3123A,3124A,3132A,3133A,3136A
2018,1,1,0,WIN_S_INST,5.1,4.0,1.7,5.1,4.0,3.7,3.7,3.7,0.7,0.7,0.7,0.7,4.1,4.1,4.1,4.1,4.2,4.2,1.8,1.8,4.2,0.5,0.5,1.7,1.7,1.3,1.3,1.3,0.3,0.3,1.3,0.9,0.9,1.4,1.2,1.2,1.2,1.2,1.2,2.3,2.3,2.3,2.3,2.3,2.3,1.9,1.9,1.3,1.3,1.4,4.2,0.8,2.5,0.9,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,0.7,0.8,0.7,0.8,0.8,3.8,3.8,3.8,0.0,1.7,2.1,2.1,2.1,0.7,2.2,2.3,2.3,2.3,3.8,1.4,1.4,0.6,0.6,1.4,1.4,1.1,0.9,1.7,1.1,1.1,0.7,0.5,0.7,1.2,1.2,1.2,1.2,0.3,1.3,1.3,0.6,0.6,0.6,0.6,0.6,5.5,5.5,5.5,3.0,3.0,0.9,3.2,3.2,1.3,1.1,3.0,1.8,2.4,1.1,2.6,1.3,0.3,2.3,1.7,1.7,1.7,3.1,3.1,3.1,3.1,0.5,0.5,1.4,1.4,1.0,1.0,1.0,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.4,1.4,1.4,1.2,1.2,1.2,1.4,1.4,1.4,1.4,1.4,1.6,1.6,1.6,1.7,1.7,1.4,1.8,1.3,1.3,0.6,2.9,0.4,1.0,1.0,0.6,2.0,0.8,0.0,0.0,1.5,1.5,1.5,1.8,2.0,0.5,0.5,0.9,0.9,2.1,1.4,0.9,1.1,0.7,1.1,1.1,1.4,1.4,1.4,1.4,2.0,2.0,2.0,1.9,1.9,1.9,0.9,0.9,0.9,0.4,2.2,2.2,2.2,3.8,1.0,1.0,0.9,1.3,1.3,1.0,1.0,1.0,1.9,1.8,2.4,2.4,1.9,0.7,1.7,1.7,1.7,2.1,0.5,0.5,1.5,0.5,0.5,0.5,1.9,1.9,1.9,1.9,1.7,1.7,1.7,1.7,1.7,5.6,5.6,5.6,2.2,7.1,7.1,2.4,2.4,2.4,2.4,2.5,3.1,2.5,3.1,2.3,2.3,0.9,0.6,1.9,0.4,0.4,0.4,0.0,0.0,0.0,0.0,1.1,1.1,2.0,4.6,0.5,0.5,0.5,0.4,1.0,1.0,1.0,0.7,1.6,1.6,1.6,1.1,1.1,1.1,1.1,1.1,3.1,3.1,3.1,3.1,0.6,0.6,0.0,0.0,1.8,1.8,0.7,1.0,0.8,1.0,2.0,2.0,1.2,2.1,2.1,1.2,2.7,0.1,0.3,2.2,2.2,2.6,0.7,1.3,1.0,1.0,1.4,0.6,3.1,4.0,1.9,2.6,1.7,0.5,2.1,1.4,1.6,1.7,1.6,1.7,1.3,3.1,1.1,0.8,0.8,2.5,1.1,0.9,1.1,0.5,2.0,3.0,0.4,2.4,1.1,2.1,2.1,2.1,0.2,1.7,0.5
2018,1,1,3,WIN_S_INST,6.4,3.3,1.9,6.4,3.3,7.2,7.2,7.2,3.7,3.7,3.7,3.7,4.8,4.8,4.8,4.8,5.4,5.4,5.4,5.4,5.4,1.3,1.3,5.6,5.6,1.7,1.7,1.7,0.7,0.7,2.6,1.4,1.4,2.6,2.5,2.5,2.5,2.5,2.5,7.0,7.0,7.0,7.0,7.0,7.0,3.7,3.7,2.8,2.8,3.5,3.3,2.8,4.0,4.5,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,3.1,1.3,3.1,1.3,1.3,1.4,1.4,1.4,0.9,3.5,1.8,1.8,1.8,3.1,3.1,3.8,3.8,3.8,4.8,3.2,3.2,1.6,1.6,3.2,3.2,4.8,2.0,1.4,0.8,0.8,1.3,1.0,0.0,2.3,2.3,2.3,2.3,1.2,2.6,2.6,2.0,2.0,1.9,1.9,1.9,5.8,5.8,5.8,2.5,2.5,2.0,2.3,2.3,3.2,0.8,3.5,2.8,2.5,1.7,2.9,2.3,3.0,4.6,3.5,1.4,1.4,1.6,1.6,1.6,1.6,1.5,1.5,1.8,1.8,1.2,1.2,1.2,3.9,3.9,3.9,3.9,3.9,3.9,3.9,2.6,2.6,2.6,2.5,2.5,2.5,1.1,1.1,1.1,1.1,1.1,1.5,1.5,1.5,4.4,4.4,1.6,1.2,2.2,2.2,0.2666666666666666,2.2,3.3,0.8,0.8,1.5,2.1,0.0,1.2,1.2,1.4,1.4,1.4,0.6,2.5,1.0,1.0,1.8,1.8,1.3,1.4,0.5,2.1,0.5,2.0,2.0,1.3,1.3,1.3,1.3,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.4,1.4,1.4,6.0,2.7,2.7,1.8,1.9,1.9,0.9,0.9,0.9,4.1,3.6,4.8,4.8,2.2,4.5,1.3,1.3,1.3,4.5,0.5,0.5,1.5,0.9,0.9,0.9,2.3,2.3,2.3,2.3,1.0,1.0,1.0,1.0,1.0,5.1,5.1,5.1,4.3,7.4,7.4,3.3,2.9,2.9,2.9,5.1,2.5,2.5,2.5,4.7,4.7,0.8,1.3,2.4,1.5,1.5,1.5,0.1,0.1,0.5,0.5,2.5,2.5,3.9,3.3,1.2,1.2,1.2,1.3,1.6,1.6,1.6,1.2,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,7.5,7.5,7.5,7.5,1.8,1.8,0.0,0.0,1.7,1.7,0.3,0.5,0.6,0.8,1.0,2.7,1.6,1.3,1.3,2.5,0.8,0.5,3.4,1.6,1.6,0.9,2.0,1.9,0.9,0.9,1.9,1.5,1.6,3.3,1.0,1.9,3.5,1.0,1.3,2.6,1.0,1.3,1.0,5.6,2.6,2.5,4.8,2.8,2.8,4.0,0.8,2.0,0.8,1.5,2.1,1.7,0.8,2.3,0.8,2.0,2.0,2.0,1.8,1.4,1.0
2018,1,1,6,WIN_S_INST,5.3,3.4,2.4,5.3,3.4,4.0,4.0,4.0,3.3,3.3,3.3,3.3,3.8,3.8,3.8,3.8,6.1,6.1,6.1,6.1,6.1,1.7,1.7,2.8,2.8,2.7,2.7,2.7,2.1,2.1,1.7,3.0,3.0,1.4,2.7,2.7,2.7,2.7,2.7,7.5,7.5,7.5,7.5,7.5,7.5,4.8,4.8,2.3,2.3,2.4,2.8,5.3,6.9,3.3,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,2.9,3.3,2.9,3.3,3.3,3.2,3.2,3.2,5.0,4.7,3.4,3.4,3.4,2.9,1.9,6.4,6.4,6.4,4.9,5.4,1.9,1.9,1.9,1.9,1.9,1.7,0.9,0.9,1.2,1.2,1.1,2.3,2.2,1.2,1.2,1.2,1.2,1.7,1.8,1.8,2.8,2.8,3.2,3.2,3.2,4.7,4.7,4.7,2.1,2.1,3.0,3.8,3.8,2.8,1.0,3.7,3.2,2.7,3.5,3.2,3.6,4.3,2.9,1.5,0.9,0.9,6.3,6.3,6.3,6.3,1.9,1.9,2.7,2.7,1.6,1.6,1.6,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.4,1.4,1.4,2.7,2.7,2.7,2.1,2.1,2.1,2.1,2.1,2.2,2.2,2.2,5.5,5.5,3.1,2.3,1.6,1.6,0.6999999999999998,3.0,3.3,1.9,1.9,1.8,1.5,2.2,2.5,2.5,1.6,1.6,1.6,1.8,1.1,2.3,2.3,3.9,3.9,3.7,1.8,3.2,2.7,2.2,1.9,1.9,3.3,3.3,3.3,3.3,2.0,2.0,2.0,2.3,2.3,2.3,2.6,2.6,2.6,1.9,1.9,1.9,1.9,8.6,2.3,2.3,5.7,4.9,4.9,2.4,2.4,2.4,2.6,6.0,4.3,4.3,3.2,4.2,3.7,3.7,3.7,2.4,1.6,1.6,1.5,1.6,1.6,1.6,3.0,3.0,3.0,3.0,1.4,1.4,1.4,1.4,1.4,4.8,4.8,4.8,5.2,6.4,6.4,4.8,3.1,3.1,3.1,3.8,4.9,1.7,4.9,2.2,2.2,0.8,1.0,2.6,5.4,5.4,5.4,0.4,0.4,0.1,0.1,1.6,1.6,4.0,2.5,3.0,3.0,3.0,1.2,1.5,1.5,1.5,1.2,0.8,0.8,0.8,0.6,0.6,0.6,3.5,3.5,9.5,9.5,9.5,9.5,2.8,2.8,1.1,1.1,2.0,2.0,1.7,0.4,1.4,1.3,5.0,3.0,2.7,3.7,3.7,2.0,1.3,1.1,3.9,1.8,1.8,4.6,1.4,4.3,1.2,1.2,4.4,1.8,6.3,3.4,2.3,1.3,4.7,2.3,3.7,1.4,0.8,4.2,1.1,2.8,1.8,4.9,5.2,5.3,5.3,6.9,1.2,0.9,1.2,1.9,1.5,3.7,1.7,1.9,1.0,2.5,2.5,2.5,2.5,0.9,2.3
2018,1,1,9,WIN_S_INST,3.3,1.6,1.9,3.3,1.6,5.7,5.7,5.7,3.3,3.3,3.3,3.3,4.0,4.0,4.0,4.0,3.1,3.1,5.5,5.5,3.1,1.1,1.1,1.9,1.9,4.0,4.0,4.0,2.4,2.4,1.3,0.7,0.7,2.3,1.0,1.0,1.0,1.0,1.0,3.4,3.4,3.4,3.4,3.4,3.4,2.7,2.7,3.1,3.1,2.3,2.1,2.7,3.7,2.7,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,2.9,3.3,2.9,3.3,3.3,0.7,0.7,0.7,4.6,2.5,0.8,0.8,0.8,2.9,2.5,4.8,4.8,4.8,4.4,2.8,1.1,2.3,2.3,1.1,1.1,2.3,1.3,2.0,1.5,1.5,0.8,1.7,1.1,0.7,0.7,0.7,0.7,2.4,4.6,4.6,3.1,3.1,2.1,2.1,2.1,2.0,2.0,2.0,1.1,1.1,1.2,2.4,2.4,0.9,0.7,2.8,1.2,1.7,1.5,1.2,2.6,1.6,3.1,1.5,1.1,1.1,4.9,4.9,4.9,4.9,2.1,2.1,3.8,3.8,1.4,1.4,1.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,1.0,1.0,1.0,1.2,1.2,1.2,1.2,1.2,0.8,0.8,0.8,5.4,5.4,2.0,1.6,1.5,1.5,1.0666666666666669,3.1,0.0,1.4,1.4,2.6,1.8,1.6,0.9,0.9,1.3,1.3,1.3,1.4,2.5,1.3,1.3,4.5,4.5,2.7,2.3,1.5,4.9,3.5,1.5,1.5,4.7,4.7,4.7,4.7,0.1,0.1,0.1,2.4,2.4,2.4,1.9,1.9,1.9,0.8,1.6,1.6,1.6,6.7,3.2,3.2,1.9,2.2,2.2,1.2,1.2,1.2,1.0,2.8,4.8,4.8,3.2,2.3,1.7,1.7,1.7,3.6,1.3,1.3,1.3,2.6,2.6,2.6,1.1,1.1,1.1,1.1,1.9,1.9,1.9,1.9,1.9,3.2,3.2,3.2,2.3,3.0,3.0,4.6,1.1,1.1,1.1,2.4,3.0,0.4,3.0,0.1,0.1,0.9,1.8,2.0,0.4,0.4,0.4,0.6,0.6,0.4,0.4,3.6,3.6,1.9,2.6,1.2,1.2,1.2,2.7,1.6,1.6,1.6,0.7,1.6,1.6,1.6,0.7,0.7,0.7,1.4,1.4,8.4,8.4,8.4,8.4,3.0,3.0,0.0,0.0,1.0,1.0,0.9,0.8,0.4,1.1,2.4,5.2,3.7,2.7,2.7,1.0,1.5,0.8,2.2,0.9,0.9,7.2,2.9,2.9,2.5,2.5,2.5,2.6,4.9,1.6,2.4,1.9,2.5,1.7,2.7,2.3,1.6,3.8,1.3,1.9,4.6,3.0,3.1,2.7,2.7,3.7,1.5,1.3,1.5,2.1,1.8,3.1,3.4,2.0,0.7,2.0,2.0,2.0,1.2,2.0,1.7
2018,1,1,12,WIN_S_INST,3.0,1.1,3.2,3.0,1.1,4.1,4.1,4.1,2.8,2.8,2.8,2.8,3.4,3.4,3.4,3.4,3.6,3.6,3.4,3.4,3.6,1.0,1.0,2.7,2.7,3.0,3.0,3.0,1.7,1.7,1.1,0.5,0.5,1.2,0.6,0.6,0.6,0.6,0.6,5.2,5.2,5.2,5.2,5.2,5.2,3.3,3.3,3.3,3.3,3.1,3.9,6.9,2.9,3.7,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,1.1,1.1,1.1,1.1,1.1,0.5,0.5,0.5,1.7,2.3,1.0,1.0,1.0,1.1,2.0,4.0,4.0,4.0,5.0,1.6,1.2,1.3,1.3,1.2,1.2,1.3,2.5,4.7,2.1,2.1,1.0,0.0,2.6,0.4,0.4,0.4,0.4,2.2,3.4,3.4,2.8,2.8,1.3,1.3,1.3,1.0,1.0,1.0,4.5,4.5,1.7,3.5,3.5,1.2,0.9,2.2,3.1,3.4,2.9,0.6,2.5,1.4,2.5,1.1,0.4,0.4,5.5,5.5,5.5,5.5,0.0,0.0,2.6,2.6,2.3,2.3,2.3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.2,1.2,1.2,0.6,0.6,0.6,2.6,2.6,2.6,2.6,2.6,1.5,1.5,1.5,5.5,5.5,1.9,2.3,1.4,1.4,0.5,2.9,1.4,0.7,0.7,1.6,2.2,0.0,0.9,0.9,1.1,1.1,1.1,1.3,1.0,0.9,0.9,3.0,3.0,3.3,1.8,6.1,2.2,1.2,0.9,0.9,1.7,1.7,1.7,1.7,1.3,1.3,1.3,2.7,2.7,2.7,0.8,0.8,0.8,0.6,1.6,1.6,1.6,2.7,0.7,0.7,1.7,2.2,2.2,1.7,1.7,1.7,0.9,2.6,5.5,5.5,2.0,2.9,0.5,0.5,0.5,1.8,0.6,0.6,1.0,1.6,1.6,1.6,4.4,4.4,4.4,4.4,3.5,3.5,3.5,3.5,3.5,4.0,4.0,4.0,1.6,3.5,3.5,2.1,1.1,1.1,1.1,1.1,1.7,0.6,1.7,0.9,0.9,0.6,1.7,2.3,0.9,0.9,0.9,0.0,0.0,0.0,0.0,2.2,2.2,0.3,1.1,1.0,1.0,1.0,1.1,0.8,0.8,0.8,0.0,1.1,1.1,1.1,1.5,1.5,1.5,1.9,1.9,2.8,2.8,2.8,2.8,1.2,1.2,1.6,1.6,1.6,1.6,1.6,1.4,0.9,0.0,0.7,2.4,1.5,3.3,3.3,1.2,2.6,0.8,0.8,1.5,1.5,2.0,2.1,2.7,4.3,4.3,1.9,1.6,5.5,1.1,2.7,3.6,2.3,0.0,3.3,1.2,1.1,2.3,0.9,2.7,3.4,1.7,4.2,6.9,6.9,2.9,2.1,2.5,2.1,0.0,2.2,4.4,2.7,1.9,0.9,1.6,1.6,1.6,0.2,4.7,0.0
2018,1,1,15,WIN_S_INST,3.4,4.4,1.6,3.4,4.4,3.0,3.0,3.0,1.4,1.4,1.4,1.4,3.8,3.8,3.8,3.8,2.3,2.3,1.7,1.7,2.3,0.6,0.6,2.9,2.9,0.9,0.9,0.9,4.9,4.9,0.5,0.8,0.8,1.8,0.7,0.7,0.7,0.7,0.7,2.0,2.0,2.0,2.0,2.0,2.0,1.3,1.3,2.3,2.3,4.2,3.4,5.4,3.9,3.9,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.0,2.3,1.0,1.0,1.0,1.0,1.0,2.1,3.9,2.4,2.4,2.4,2.3,3.2,4.8,4.8,4.8,3.2,0.7,1.6,1.3,1.3,1.6,1.6,1.7,2.0,4.4,1.3,1.3,0.8,0.0,1.0,0.9,0.9,0.9,0.9,0.4,1.7,1.7,2.6,2.6,1.0,1.0,1.0,1.3,1.3,1.3,2.6,2.6,1.3,4.4,4.4,1.0,1.5,3.0,2.2,0.8,2.2,0.5,1.4,1.7,1.5,0.4,0.6,0.6,2.7,2.7,2.7,2.7,0.8,0.8,1.3,1.3,2.3,2.3,2.3,2.7,2.7,2.7,2.7,2.7,2.7,2.7,1.8,1.8,1.8,0.7,0.7,0.7,1.7,1.7,1.7,1.7,1.7,1.5,1.5,1.5,5.8,5.8,0.4,2.0,0.9,0.9,0.5333333333333333,2.3,0.0,1.1,1.1,0.9,2.4,1.0,0.8,0.8,1.4,1.4,1.4,2.4,2.1,1.0,1.0,2.8,2.8,2.4,3.2,4.7,2.4,1.3,2.2,2.2,0.9,0.9,0.9,0.9,2.6,2.6,2.6,3.9,3.9,3.9,3.2,3.2,3.2,1.5,1.3,1.3,1.3,2.2,5.4,5.4,0.9,2.2,2.2,0.7,0.7,0.7,0.6,2.4,1.8,1.8,2.6,3.0,1.7,1.7,1.7,6.2,0.6,0.6,0.8,2.2,2.2,2.2,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.4,2.7,2.7,2.7,1.1,6.6,6.6,2.3,1.1,1.1,1.1,0.6,2.6,0.9,2.6,1.1,1.1,1.1,0.7,0.9,1.4,1.4,1.4,0.0,0.0,0.0,0.0,2.1,2.1,0.7,2.5,0.0,0.0,0.0,1.3,0.9,0.9,0.9,0.4,1.8,1.8,1.8,1.0,1.0,1.0,1.3,1.3,3.9,3.9,3.9,3.9,1.5,1.5,0.0,0.0,2.8,2.8,0.5,0.9,0.8,1.9,2.8,1.5,1.1,2.4,2.4,2.8,2.0,1.8,1.4,2.0,2.0,3.2,2.5,2.8,0.7,0.7,2.9,0.9,2.7,4.4,3.9,2.4,3.9,0.0,2.4,1.8,1.8,4.1,0.0,2.9,1.7,2.6,3.8,5.4,5.4,3.9,1.3,2.0,1.3,0.8,2.4,0.6,1.0,1.3,1.5,0.0,0.0,0.0,0.3,4.4,0.0
2018,1,1,18,WIN_S_INST,4.5,3.9,1.8,4.5,3.9,2.2,2.2,2.2,0.9,0.9,0.9,0.9,5.1,5.1,5.1,5.1,4.1,4.1,2.8,2.8,4.1,1.3,1.3,1.3,1.3,2.1,2.1,2.1,2.4,2.4,1.7,1.2,1.2,2.3,3.0,3.0,3.0,3.0,3.0,4.3,4.3,4.3,4.3,4.3,4.3,2.8,2.8,1.3,1.3,4.7,2.3,4.5,2.8,2.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.7,1.1,2.7,1.1,1.1,1.3,1.3,1.3,1.6,2.8,1.2,1.2,1.2,2.7,1.0,3.7,3.7,3.7,2.8,1.0,2.1,3.0,3.0,2.1,2.1,3.0,1.9,1.4,1.8,1.8,0.6,0.5,0.8,1.5,1.5,1.5,1.5,0.9,3.8,3.8,2.0,2.0,2.3,2.3,2.3,3.9,3.9,3.9,4.3,4.3,2.2,1.4,1.4,1.4,0.6,1.9,0.6,1.3,1.5,1.0,1.4,1.3,1.2,0.7,0.9,0.9,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.4,1.4,1.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.3,2.3,2.3,3.0,3.0,3.0,1.4,1.4,1.4,1.4,1.4,2.6,2.6,2.6,7.4,7.4,0.7,0.8,0.6,0.6,0.3666666666666667,2.6,0.0,0.0,0.0,1.1,1.0,2.6,1.9,1.9,1.2,1.2,1.2,1.6,1.6,0.0,0.0,0.8,0.8,1.7,1.1,4.8,2.5,0.8,1.4,1.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,3.1,3.1,3.1,2.9,2.9,2.9,1.7,1.1,1.1,1.1,2.9,1.3,1.3,2.6,1.5,1.5,0.7,0.7,0.7,1.0,2.2,2.4,2.4,0.7,3.1,0.5,0.5,0.5,2.3,0.8,0.8,0.9,0.0,0.0,0.0,1.8,1.8,1.8,1.8,0.0,0.0,0.0,0.0,0.0,3.1,3.1,3.1,1.2,5.5,5.5,4.6,2.2,2.2,2.2,0.5,1.1,0.9,1.1,1.2,1.2,1.0,1.3,0.2,0.5,0.5,0.5,1.0,1.0,0.2,0.2,3.5,3.5,0.6,0.0,0.6,0.6,0.6,1.5,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.0,1.0,2.9,2.9,2.9,2.9,1.6,1.6,0.3,0.3,0.6,0.6,0.6,0.6,1.0,1.8,1.4,1.3,3.6,1.7,1.7,2.6,2.6,0.1,1.3,0.0,0.0,1.5,1.2,1.6,2.0,2.0,1.5,1.1,1.5,3.9,3.1,3.3,2.8,0.5,1.7,2.3,0.0,3.3,0.7,1.3,3.8,1.1,1.7,4.5,4.5,2.8,1.8,1.9,1.8,1.6,1.0,0.0,1.0,2.5,0.6,1.3,1.3,1.3,1.0,1.4,0.5
2018,1,1,21,WIN_S_INST,3.1,2.6,1.1,3.1,2.6,2.9,2.9,2.9,1.2,1.2,1.2,1.2,4.0,4.0,4.0,4.0,4.3,4.3,1.5,1.5,4.3,1.1,1.1,0.9,0.9,2.8,2.8,2.8,4.5,4.5,1.7,2.1,2.1,1.8,1.3,1.3,1.3,1.3,1.3,5.3,5.3,5.3,5.3,5.3,5.3,2.0,2.0,2.0,2.0,2.4,4.5,2.0,4.0,4.4,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.0,1.1,0.0,0.0,1.8,1.8,1.8,0.0,2.3,2.2,2.2,2.2,1.1,1.3,3.3,3.3,3.3,2.2,1.6,0.9,2.2,2.2,0.9,0.9,1.1,0.7,1.1,0.8,0.8,0.5,0.0,0.5,1.7,1.7,1.7,1.7,1.8,1.1,1.1,3.5,3.5,3.6,3.6,3.6,2.9,2.9,2.9,5.5,5.5,1.6,4.7,4.7,2.8,2.0,1.9,0.8,4.0,1.1,1.5,0.8,1.1,2.2,1.3,1.4,1.4,7.1,7.1,7.1,7.1,1.5,1.5,1.1,1.1,1.9,1.9,1.9,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.8,1.8,1.8,1.3,1.3,1.3,1.8,1.8,1.8,1.8,1.8,2.2,2.2,2.2,6.6,6.6,0.9,0.8,1.6,1.6,0.5,2.7,0.4,0.0,0.0,1.4,0.7,2.1,1.1,1.1,1.0,1.0,1.0,1.2,2.4,1.2,1.2,2.4,2.4,2.3,0.7,3.3,0.5,0.7,2.2,2.2,2.1,2.1,2.1,2.1,1.2,1.2,1.2,5.5,5.5,5.5,1.6,1.6,1.6,1.0,2.2,2.2,2.2,3.1,4.5,4.5,1.9,1.3,1.3,1.0,1.0,1.0,3.0,2.3,3.5,3.5,0.3,1.1,1.2,1.2,1.2,1.8,0.0,0.0,1.3,0.0,0.0,0.0,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.2,7.7,7.7,4.4,6.4,6.4,6.4,0.6,1.6,1.1,1.6,0.2,0.2,0.4,0.6,0.9,0.4,0.4,0.4,0.4,0.4,1.4,1.4,2.1,2.1,2.4,0.8,2.5,2.5,2.5,1.2,0.8,0.8,0.8,0.7,1.1,1.1,1.1,0.8,0.8,0.8,1.0,1.0,4.1,4.1,4.1,4.1,0.9,0.9,0.0,0.0,0.7,0.7,0.3,0.9,1.2,0.5,1.6,0.9,3.5,2.3,2.3,3.2,3.0,0.0,1.6,1.3,1.3,1.1,2.1,3.1,2.5,2.5,1.4,1.4,7.1,2.6,5.5,2.4,2.3,0.0,2.3,1.8,1.1,0.9,1.1,0.9,1.1,1.6,4.1,2.0,2.0,4.0,0.8,0.7,0.8,1.5,0.7,0.7,1.7,0.8,2.0,1.3,1.3,1.3,0.4,1.1,0.0
